time,Distance (um),Distance to position,Average Content of C (wt. %),Average Content of N (wt. %),Theoretical value of cementite,Actual value of cementite
79.7,72.0,258.0,0.73,1.656,0.087153088,0.001
79.7,72.8,257.2,0.706,2.174,0.125742566,0.001
79.7,73.6,256.4,0.729,1.967,0.126804645,0.001
79.7,74.4,255.6,0.699,2.174,0.124513094,0.001
79.7,75.2,254.8,0.65,2.136,0.116250999,0.001
79.7,76.0,254.0,0.706,1.986,0.123483675,0.001
79.7,76.8,253.2,0.679,2.249,0.120234115,0.001
79.7,77.6,252.4,0.693,2.31,0.122076013,0.001
79.7,78.4,251.6,0.671,2.094,0.120379668,0.001
79.7,79.2,250.8,0.717,2.117,0.128258412,0.001
79.7,80.0,250.0,0.738,2.065,0.131806798,0.001
79.7,80.8,249.2,0.712,2.0,0.125001117,0.001
79.7,81.6,248.4,0.718,1.877,0.117129043,0.001
79.7,82.4,247.6,0.72,1.995,0.126198641,0.001
79.7,83.2,246.8,0.715,1.995,0.125341157,0.001
79.7,84.0,246.0,0.732,2.174,0.130312078,0.001
79.7,84.8,245.2,0.717,2.131,0.128115018,0.001
79.7,85.6,244.4,0.713,2.0,0.125172614,0.001
79.7,86.4,243.6,0.72,1.854,0.114213627,0.001
79.7,87.2,242.8,0.781,1.981,0.13620798,0.001
79.7,88.0,242.0,0.668,2.023,0.118068073,0.001
79.7,88.8,241.2,0.643,1.948,0.111268261,0.001
79.7,89.6,240.4,0.609,1.981,0.106447621,0.001
79.7,90.4,239.6,0.658,1.83,0.100079148,0.001
79.7,91.2,238.8,0.676,2.136,0.120841752,0.001
79.7,92.0,238.0,0.664,1.957,0.115171341,0.001
79.7,92.8,237.2,0.644,2.159,0.114962732,0.014648438
79.7,93.6,236.4,0.633,1.873,0.10186912,0.016113281
79.7,94.4,235.6,0.658,1.901,0.110227163,0.009033203
79.7,95.2,234.8,0.676,1.92,0.116034195,0.015869141
79.7,96.0,234.0,0.719,2.202,0.127739084,0.015055339
79.7,96.8,233.2,0.731,2.159,0.130289834,0.012527902
79.7,97.6,232.4,0.753,1.75,0.105140461,0.012442453
79.7,98.4,231.6,0.738,2.037,0.130829876,0.015869141
79.7,99.2,230.8,0.752,1.953,0.130246505,0.014404297
79.7,100.0,230.0,0.758,1.906,0.128106117,0.014729818
79.7,100.8,229.2,0.742,2.061,0.13237076,0.015447443
79.7,101.6,228.4,0.756,2.037,0.133963062,0.015364583
79.7,102.4,227.6,0.715,1.938,0.123352422,0.018310547
79.7,103.2,226.8,0.716,1.995,0.125512654,0.015711167
79.7,104.0,226.0,0.72,2.277,0.127149961,0.016677635
79.7,104.8,225.2,0.721,1.948,0.124734688,0.015980114
79.7,105.6,224.4,0.653,2.206,0.11608686,0.017872203
79.7,106.4,223.6,0.651,1.877,0.105597985,0.017883301
79.7,107.2,222.8,0.732,1.844,0.114887377,0.015671503
79.7,108.0,222.0,0.739,1.938,0.127481469,0.014125279
79.7,108.8,221.2,0.737,1.816,0.111785124,0.016714243
79.7,109.6,220.4,0.721,1.976,0.12571161,0.013776507
79.7,110.4,219.6,0.7,1.765,0.098087876,0.016601563
79.7,111.2,218.8,0.702,1.882,0.115071238,0.020132212
79.7,112.0,218.0,0.682,2.047,0.121351137,0.016280563
79.7,112.8,217.2,0.788,2.004,0.138275795,0.014358912
79.7,113.6,216.4,0.755,1.835,0.117575201,0.022513253
79.7,114.4,215.6,0.765,2.018,0.134814269,0.017510851
79.7,115.2,214.8,0.763,2.211,0.135358345,0.015980748
79.7,116.0,214.0,0.758,1.727,0.102602461,0.017433449
79.7,116.8,213.2,0.787,2.056,0.14004027,0.017415365
79.7,117.6,212.4,0.798,1.807,0.121043289,0.019880022
79.7,118.4,211.6,0.841,1.826,0.131104061,0.022424769
79.7,119.2,210.8,0.81,1.849,0.12898555,0.019880022
79.7,120.0,210.0,0.822,1.924,0.141139286,0.018382885
79.7,120.8,209.2,0.789,2.051,0.140204564,0.016784668
79.7,121.6,208.4,0.778,1.638,0.092913559,0.017467913
79.7,122.4,207.6,0.788,1.779,0.115377449,0.02098886
79.7,123.2,206.8,0.762,1.844,0.120041444,0.022059849
79.7,124.0,206.0,0.769,1.835,0.119965699,0.017382813
79.7,124.8,205.2,0.785,2.028,0.138644896,0.020019531
79.7,125.6,204.4,0.765,1.854,0.121964165,0.018442007
79.7,126.4,203.6,0.785,1.755,0.111450981,0.018398438
79.7,127.2,202.8,0.762,1.652,0.092182679,0.017473493
79.7,128.0,202.0,0.748,1.821,0.114402572,0.022664388
79.7,128.8,201.2,0.722,1.826,0.110588078,0.019880022
79.7,129.6,200.4,0.673,1.788,0.096678096,0.020249761
79.7,130.4,199.6,0.745,1.826,0.114594926,0.02314395
79.7,131.2,198.8,0.704,1.901,0.118126084,0.02687779
79.7,132.0,198.0,0.706,1.703,0.089951531,0.0232497
79.7,132.8,197.2,0.734,1.727,0.098406732,0.029157366
79.7,133.6,196.4,0.739,1.722,0.098535517,0.031775841
79.7,134.4,195.6,0.755,1.934,0.130073731,0.027692522
79.7,135.2,194.8,0.78,1.718,0.105111746,0.019492188
79.7,136.0,194.0,0.762,2.009,0.133977606,0.0240625
79.7,136.8,193.2,0.841,1.581,0.095521854,0.024775752
79.7,137.6,192.4,0.839,1.746,0.119486641,0.020099346
79.7,138.4,191.6,0.854,1.793,0.128722198,0.019932338
79.7,139.2,190.8,0.828,1.661,0.10505048,0.024801794
79.7,140.0,190.0,0.821,1.901,0.138153806,0.022731585
79.7,140.8,189.2,0.812,1.812,0.124133903,0.022135417
79.7,141.6,188.4,0.849,1.962,0.147196918,0.021809896
79.7,142.4,187.6,0.824,1.783,0.122162219,0.021087646
79.7,143.2,186.8,0.799,1.877,0.131039522,0.020665323
79.7,144.0,186.0,0.742,1.75,0.103221709,0.02520752
79.7,144.8,185.2,0.75,1.779,0.108800836,0.022966056
79.7,145.6,184.4,0.726,1.713,0.094929828,0.026436942
79.7,146.4,183.6,0.734,1.511,0.066336353,0.017891678
79.7,147.2,182.8,0.747,1.586,0.079755164,0.014843935
79.7,148.0,182.0,0.754,1.656,0.091369415,0.018859863
79.7,148.8,181.2,0.791,1.882,0.130351678,0.015760634
79.7,149.6,180.4,0.776,1.746,0.108557102,0.015625
79.7,150.4,179.6,0.721,1.906,0.121769111,0.020577567
79.7,151.2,178.8,0.725,1.76,0.101743116,0.019505551
79.7,152.0,178.0,0.793,1.882,0.130699041,0.023237749
79.7,152.8,177.2,0.755,1.76,0.106976073,0.020263672
79.7,153.6,176.4,0.768,1.572,0.081398999,0.018991424
79.7,154.4,175.6,0.753,1.591,0.081552858,0.023145129
79.7,155.2,174.8,0.723,1.624,0.081174469,0.027728853
79.7,156.0,174.0,0.784,1.699,0.102997131,0.022092634
79.7,156.8,173.2,0.809,1.816,0.124184782,0.021835576
79.7,157.6,172.4,0.861,1.779,0.127988216,0.020246233
79.7,158.4,171.6,0.845,1.976,0.147057239,0.025090144
79.7,159.2,170.8,0.822,1.83,0.128374882,0.025948661
79.7,160.0,170.0,0.746,1.708,0.097675092,0.020976563
79.7,160.8,169.2,0.767,1.732,0.104923922,0.027011719
79.7,161.6,168.4,0.761,1.868,0.123257152,0.018862124
79.7,162.4,167.6,0.754,1.877,0.123330177,0.022890531
79.7,163.2,166.8,0.762,1.671,0.095000386,0.023385184
79.7,164.0,166.0,0.781,1.774,0.113460064,0.015452112
79.7,164.8,165.2,0.78,1.483,0.070373806,0.023576311
79.7,165.6,164.4,0.777,1.873,0.126692038,0.024797712
79.7,166.4,163.6,0.804,1.779,0.118142179,0.024963379
79.7,167.2,162.8,0.79,1.985,0.137917811,0.024257115
79.7,168.0,162.0,0.807,1.901,0.135771893,0.018259876
79.7,168.8,161.2,0.814,1.868,0.132332218,0.024676983
79.7,169.6,160.4,0.798,1.68,0.102619335,0.019106658
79.7,170.4,159.6,0.875,1.76,0.127769392,0.017618815
79.7,171.2,158.8,0.829,1.765,0.120516264,0.020450346
79.7,172.0,158.0,0.809,1.83,0.126149292,0.023602973
79.7,172.8,157.2,0.767,1.713,0.102106215,0.02451031
79.7,173.6,156.4,0.788,1.76,0.112711327,0.018214026
79.7,174.4,155.6,0.757,1.896,0.126524119,0.020996094
79.7,175.2,154.8,0.725,1.609,0.079297329,0.017141789
79.7,176.0,154.0,0.797,1.943,0.137578853,0.023226351
79.7,176.8,153.2,0.709,1.741,0.096125095,0.025989879
79.7,177.6,152.4,0.79,1.99,0.138104339,0.026292067
79.7,178.4,151.6,0.791,1.642,0.095784876,0.018717448
79.7,179.2,150.8,0.778,1.671,0.097807471,0.022308709
79.7,180.0,150.0,0.772,1.732,0.105792332,0.018362863
79.7,180.8,149.2,0.801,1.577,0.08792681,0.018690438
79.7,181.6,148.4,0.79,1.694,0.103299922,0.021120977
79.7,182.4,147.6,0.811,1.614,0.095132464,0.020836123
79.7,183.2,146.8,0.792,1.633,0.094627817,0.024641927
79.7,184.0,146.0,0.74,1.703,0.095885126,0.022979736
79.7,184.8,145.2,0.78,1.525,0.076580678,0.026636584
79.7,185.6,144.4,0.751,1.473,0.063739561,0.020821708
79.7,186.4,143.6,0.766,1.544,0.076906275,0.018585205
79.7,187.2,142.8,0.757,1.656,0.091897205,0.023649525
79.7,188.0,142.0,0.734,1.609,0.080880699,0.01751709
79.7,188.8,141.2,0.761,1.854,0.121281813,0.019415562
79.7,189.6,140.4,0.803,1.581,0.088870223,0.016080584
79.7,190.4,139.6,0.726,1.647,0.085117287,0.019674367
79.7,191.2,138.8,0.752,1.656,0.091017555,0.021809896
79.7,192.0,138.0,0.758,1.647,0.090738432,0.018280029
79.7,192.8,137.2,0.776,1.891,0.129061172,0.016764323
79.7,193.6,136.4,0.748,1.769,0.107032539,0.018463135
79.7,194.4,135.6,0.785,1.788,0.116119302,0.015003551
79.7,195.2,134.8,0.722,1.393,0.046736975,0.018052455
79.7,196.0,134.0,0.79,1.666,0.099159838,0.022100927
79.7,196.8,133.2,0.715,1.764,0.10056553,0.021549479
79.7,197.6,132.4,0.73,1.628,0.082994686,0.02298584
79.7,198.4,131.6,0.757,1.703,0.098867322,0.026252421
79.7,199.2,130.8,0.729,1.699,0.093371676,0.025976563
79.7,200.0,130.0,0.764,1.501,0.070193717,0.018980369
79.7,200.8,129.2,0.763,1.727,0.103480649,0.021455653
79.7,201.6,128.4,0.806,1.605,0.092926934,0.018212891
79.7,202.4,127.6,0.765,1.746,0.1066466,0.018930288
79.7,203.2,126.8,0.786,1.591,0.087355886,0.020092773
79.7,204.0,126.0,0.726,1.628,0.082292464,0.019399282
79.7,204.8,125.2,0.761,1.83,0.117895517,0.018883559
79.7,205.6,124.4,0.778,1.656,0.095582966,0.017519769
79.7,206.4,123.6,0.774,1.417,0.059576682,0.021903926
79.7,207.2,122.8,0.751,1.595,0.08179469,0.015325373
79.7,208.0,122.0,0.819,1.699,0.10909367,0.01953125
79.7,208.8,121.2,0.785,1.544,0.080256808,0.020019531
79.7,209.6,120.4,0.807,1.661,0.10138206,0.02199707
79.7,210.4,119.6,0.751,1.614,0.08461301,0.018298921
79.7,211.2,118.8,0.786,1.661,0.097725809,0.016662598
79.7,212.0,118.0,0.758,1.821,0.116112985,0.015100991
79.7,212.8,117.2,0.785,1.797,0.117382202,0.017171224
79.7,213.6,116.4,0.797,1.741,0.111465122,0.014719911
79.7,214.4,115.6,0.82,1.656,0.10291721,0.011747531
79.7,215.2,114.8,0.887,1.656,0.11455226,0.012822824
79.7,216.0,114.0,0.787,1.558,0.082670053,0.013331214
79.7,216.8,113.2,0.736,1.398,0.049995709,0.013183594
79.7,217.6,112.4,0.778,1.577,0.083889984,0.016756925
79.7,218.4,111.6,0.732,1.539,0.070140336,0.020601713
79.7,219.2,110.8,0.699,1.675,0.084562152,0.018490999
79.7,220.0,110.0,0.769,1.572,0.081574442,0.017474235
79.7,220.8,109.2,0.731,1.765,0.103499424,0.017533804
79.7,221.6,108.4,0.758,1.642,0.08999693,0.022718683
79.7,222.4,107.6,0.711,1.75,0.097812449,0.020996094
79.7,223.2,106.8,0.802,1.271,0.043135961,0.020146909
79.7,224.0,106.0,0.776,1.689,0.100125992,0.017411936
79.7,224.8,105.2,0.78,1.52,0.075844121,0.019601004
79.7,225.6,104.4,0.796,1.37,0.056588326,0.015676398
79.7,226.4,103.6,0.731,1.638,0.084653619,0.021411133
79.7,227.2,102.8,0.79,1.492,0.073473831,0.014905428
79.7,228.0,102.0,0.742,1.356,0.044873749,0.014526367
79.7,228.8,101.2,0.788,1.558,0.082845496,0.012695313
79.7,229.6,100.4,0.785,1.746,0.11012024,0.013016764
79.7,230.4,99.6,0.76,1.534,0.074362316,0.015566596
79.7,231.2,98.8,0.758,1.576,0.08021539,0.017764137
79.7,232.0,98.0,0.736,1.694,0.093849325,0.018127441
79.7,232.8,97.2,0.77,1.605,0.086616105,0.015237742
79.7,233.6,96.4,0.79,1.379,0.056843182,0.019287109
79.7,234.4,95.6,0.754,1.605,0.083806097,0.018722098
79.7,235.2,94.8,0.755,1.45,0.061052041,0.013580322
79.7,236.0,94.0,0.8,1.703,0.106367483,0.015625
79.7,236.8,93.2,0.94,1.304,0.072662479,0.016350446
79.7,237.6,92.4,0.9,1.501,0.094158131,0.011797132
79.7,238.4,91.6,0.939,1.313,0.073785364,0.014284698
79.7,239.2,90.8,0.854,1.483,0.08341247,0.018367513
79.7,240.0,90.0,0.908,1.52,0.098330984,0.014931509
79.7,240.8,89.2,0.846,1.506,0.085385742,0.016555165
79.7,241.6,88.4,0.789,1.624,0.092767225,0.013452148
79.7,242.4,87.6,0.822,1.501,0.080449909,0.010202508
79.7,243.2,86.8,0.786,1.313,0.046433982,0.010620117
79.7,244.0,86.0,0.753,1.285,0.036352428,0.008569336
79.7,244.8,85.2,0.807,1.271,0.044036455,0.01138529
79.7,245.6,84.4,0.793,1.398,0.060163342,0.010487432
79.7,246.4,83.6,0.819,1.2,0.035794141,0.009878422
79.7,247.2,82.8,0.789,1.384,0.057399129,0.012094351
79.7,248.0,82.0,0.719,1.506,0.0629548,0.011933336
79.7,248.8,81.2,0.773,1.417,0.059399099,0.012676124
79.7,249.6,80.4,0.783,1.482,0.070758708,0.014347957
79.7,250.4,79.6,0.799,1.327,0.050812721,0.013107639
79.7,251.2,78.8,0.793,1.403,0.060896871,0.010404147
79.7,252.0,78.0,0.775,1.417,0.059754265,0.007735907
79.7,252.8,77.2,0.782,1.064,0.008703467,0.009145883
79.7,253.6,76.4,0.808,1.191,0.032442458,0.010763417
79.7,254.4,75.6,0.775,1.36,0.051377872,0.010347806
79.7,255.2,74.8,0.758,1.163,0.019131014,0.009246169
79.7,256.0,74.0,0.809,1.276,0.045128412,0.011450873
79.7,256.8,73.2,0.825,1.511,0.082448428,0.008713942
79.7,257.6,72.4,0.82,1.238,0.041542699,0.009848059
79.7,258.4,71.6,0.793,1.29,0.044306366,0.009316406
79.7,259.2,70.8,0.774,1.384,0.054735388,0.010644531
79.7,260.0,70.0,0.765,1.219,0.02872075,0.008347284
79.7,260.8,69.2,0.837,1.36,0.062431432,0.013183594
79.7,261.6,68.4,0.985,1.341,0.085941172,0.011136968
79.7,262.4,67.6,1.048,1.121,0.065914278,0.009989421
79.7,263.2,66.8,1.011,1.351,0.091961552,0.010277066
79.7,264.0,66.0,0.944,1.153,0.05162505,0.01213437
79.7,264.8,65.2,0.801,1.393,0.060849976,0.015420096
79.7,265.6,64.4,0.854,1.323,0.060080152,0.011147115
79.7,266.4,63.6,0.844,1.332,0.059600478,0.007832845
79.7,267.2,62.8,0.846,1.252,0.048291406,0.011075107
79.7,268.0,62.0,0.807,1.262,0.042718543,0.010335286
79.7,268.8,61.2,0.778,1.224,0.031808748,0.005347842
79.7,269.6,60.4,0.796,1.337,0.051747032,0.010560501
79.7,270.4,59.6,0.768,1.111,0.0132307,0.008700284
79.7,271.2,58.8,0.787,1.182,0.027242865,0.010636426
79.7,272.0,58.0,0.815,1.247,0.041961154,0.010287198
79.7,272.8,57.2,0.763,0.947,0.001,0.013061972
79.7,273.6,56.4,0.763,1.257,0.03400378,0.009727354
79.7,274.4,55.6,0.771,1.153,0.020012302,0.007931083
79.7,275.2,54.8,0.788,1.078,0.011932055,0.011272321
79.7,276.0,54.0,0.796,1.153,0.024627743,0.013525391
79.7,276.8,53.2,0.747,1.017,0.001,0.004618877
79.7,277.6,52.4,0.798,0.984,0.001,0.00559082
79.7,278.4,51.6,0.762,1.003,0.001,0.009095982
79.7,279.2,50.8,0.747,0.89,0.001,0.006861637
79.7,280.0,50.0,0.77,0.984,0.001,0.007808003
79.7,280.8,49.2,0.792,1.027,0.004948734,0.005748145
79.7,281.6,48.4,0.775,1.102,0.013161842,0.005301921
79.7,282.4,47.6,0.772,0.961,0.001,0.00765634
79.7,283.2,46.8,0.784,0.942,0.001,0.00633286
79.7,284.0,46.0,0.793,0.97,0.001,0.007065717
79.7,284.8,45.2,0.824,0.904,0.001,0.009216309
79.7,285.6,44.4,0.773,0.918,0.001,0.00930447
79.7,286.4,43.6,0.793,0.965,0.001,0.005103327
79.7,287.2,42.8,0.783,0.796,0.001,0.008239746
79.7,288.0,42.0,0.771,0.773,0.001,0.009225202
79.7,288.8,41.2,0.793,0.848,0.001,0.006794521
79.7,289.6,40.4,0.786,0.777,0.001,0.005347116
79.7,290.4,39.6,0.785,0.806,0.001,0.007342142
79.7,291.2,38.8,0.831,0.693,0.001,0.004806519
79.7,292.0,38.0,0.804,0.679,0.001,0.005719866
79.7,292.8,37.2,0.841,0.707,0.001,0.005440848
79.7,293.6,36.4,0.878,0.862,0.001,0.004648438
79.7,294.4,35.6,0.873,0.735,0.001,0.005998884
79.7,295.2,34.8,0.811,0.721,0.001,0.004353841
79.7,296.0,34.0,0.837,0.608,0.001,0.003952753
79.7,296.8,33.2,0.874,0.599,0.001,0.005208333
79.7,297.6,32.4,0.841,0.655,0.001,0.003396739
79.7,298.4,31.6,0.877,0.514,0.001,0.002464658
